cell, mean, sigma, rms, rms_relative, absolute_err
0 241.92870620986386 137.32749455540056 278.1875979429029 76.45970212629105 241.92870620986386 
1 248.5207609524029 140.33822792921325 285.40740502424455 75.41606206214493 248.5207609524029 
2 246.80443834041827 139.56117130543552 283.5308648466238 72.02607986529674 246.80443834041827 
3 250.93279994400777 140.160649793234 287.4235165016965 74.71012883757098 250.93279994400777 
4 148.97079529032845 90.32286422829077 174.2139995862422 109.991140179313 148.97079529032845 
5 241.92774666694396 137.82582370735494 278.43310199751016 71.22740527448991 241.92774666694396 
6 244.53898505821104 141.1573794759713 282.35566400166886 71.49722452339151 244.53898505821104 
7 235.19873840342785 135.66492329039238 271.52056636275665 82.15563241969487 235.19873840342785 
8 255.83547543757456 142.98195967897124 293.0795647704029 71.08567666557902 255.83547543757456 
9 245.72476138222248 139.76482533943908 282.692173146895 72.54370261395616 245.72476138222248 
10 244.14675141727704 136.90738308829495 279.9129646366792 73.9067186749733 244.14675141727704 
11 247.77725987521097 142.56162791794657 285.8625338617897 69.962333195364 247.77725987521097 
12 243.1066090757425 139.28479326977777 280.1804365270898 72.59366725521336 243.1066090757425 
13 251.54048102692053 143.35153995786865 289.5207723178891 77.82004519038257 251.54048102692053 
14 248.71956035820597 140.1638201979768 285.4948619454824 74.03514747708701 248.71956035820597 
15 253.66899545519067 146.19225073673576 292.78000859129395 77.83409388780471 253.66899545519067 
16 245.03886559888556 139.73884899925895 282.08330608815965 71.76487182315411 245.03886559888556 
17 254.86242864525687 142.8753391726512 292.1784045384921 75.71246265208653 254.86242864525687 
18 186.99774588380265 107.40488504400662 215.64778296319093 84.71261822820944 186.99774588380265 
19 252.790367377857 142.49475909901147 290.1856754040716 71.33148848198725 252.790367377857 
20 235.04077722262448 130.22802212182742 268.70709834907336 74.27611080405357 235.04077722262448 
21 251.94111501708824 139.0393964922536 287.7608020787122 72.81154419808284 251.94111501708824 
22 226.2609433269136 129.93046358932546 260.91366358188645 73.99739372464067 226.2609433269136 
23 251.64903670922305 140.27106055779973 288.10277351440027 71.6760204685949 251.64903670922305 
24 252.03973437500605 139.26225526320368 287.95486355471985 74.52150159851378 252.03973437500605 
25 243.19295219998384 138.697266043853 279.9638255342696 76.65566114431398 243.19295219998384 
26 253.22441906166526 141.7980828761078 290.222850093609 70.70989254014353 253.22441906166526 
27 239.90023459328944 136.21888983776606 275.87625578608385 73.41472119235286 239.90023459328944 
28 226.61549213805927 130.2386983846202 261.37463502393433 76.3647221884808 226.61549213805927 
29 231.0957694240193 131.94916487620088 266.1124513381633 78.10664604025149 231.0957694240193 
30 250.19661624542678 143.8763659394041 288.615237741514 76.30055028198497 250.19661624542678 
31 249.73854071510513 143.6754597922379 288.1179905264876 70.31335829721374 249.73854071510513 
32 252.3016681406251 144.31704125690658 290.6605238825696 70.76233578801869 252.3016681406251 
33 254.44542732540694 140.45778408841548 290.63871833917256 72.28370627296633 254.44542732540694 
34 252.36231915908485 143.35502921240868 290.23680767925066 71.19020386365345 252.36231915908485 
35 180.8453213511882 110.27879716545263 211.81700441388926 90.75905971547253 180.8453213511882 
36 251.84616509365955 140.25001005446683 288.2647328284556 73.67265084640103 251.84616509365955 
37 253.67295266726558 141.63892608530242 290.5366625703656 71.15420598460122 253.67295266726558 
