64.548 60.863 3.0 64.545 60.86 3.0 0.003 0.003 -0.0 0.004
115.877 52.124 3.0 115.89 52.123 3.0 -0.013 0.002 -0.0 0.013
50.705 8.016 3.0 50.708 8.017 3.0 -0.002 -0.002 -0.0 0.003
70.696 34.626 3.0 70.69 34.628 3.0 0.006 -0.002 -0.0 0.007
42.66 94.014 3.0 42.654 94.015 3.0 0.005 -0.001 0.0 0.005
98.202 19.001 3.0 98.208 19.003 3.0 -0.006 -0.002 -0.0 0.006
154.384 87.374 3.0 154.379 87.376 3.0 0.005 -0.001 0.0 0.005
133.8 77.364 3.0 133.79 77.365 3.0 0.011 -0.001 0.0 0.011
54.583 19.981 3.0 54.584 19.986 3.0 -0.001 -0.005 -0.0 0.005
58.251 34.956 3.0 58.254 34.958 3.0 -0.003 -0.003 -0.0 0.004
63.32 90.898 3.0 63.318 90.899 3.0 0.003 -0.001 -0.0 0.003
133.417 93.859 3.0 133.41 93.86 3.0 0.007 -0.001 -0.0 0.007
41.31 78.408 3.0 41.301 78.409 3.0 0.009 -0.0 0.0 0.009
81.899 33.546 3.0 81.898 33.544 3.0 0.002 0.002 -0.0 0.003
82.754 82.044 3.0 82.761 82.044 3.0 -0.007 0.0 -0.0 0.007
50.608 46.433 3.0 50.61 46.439 3.0 -0.001 -0.007 0.0 0.007
87.822 11.6 3.0 87.829 11.599 3.0 -0.007 0.001 -0.0 0.007
117.679 66.82 3.0 117.682 66.79 3.0 -0.003 0.03 -0.0 0.03
112.845 29.709 3.0 112.838 29.724 3.0 0.007 -0.015 -0.0 0.017
62.635 41.833 3.0 62.631 41.835 3.0 0.004 -0.003 -0.0 0.004
145.532 18.715 3.0 145.525 18.715 3.0 0.008 0.001 0.0 0.008
100.53 73.639 3.0 100.542 73.636 3.0 -0.012 0.003 0.0 0.012
43.93 65.563 3.0 43.923 65.558 3.0 0.006 0.004 -0.0 0.008
143.765 10.538 3.0 143.763 10.538 3.0 0.002 0.0 0.0 0.002
146.808 76.825 3.0 146.809 76.826 3.0 -0.001 -0.001 0.0 0.001
98.967 55.386 3.0 98.961 55.383 3.0 0.007 0.004 -0.0 0.008
82.368 71.154 3.0 82.381 71.157 3.0 -0.013 -0.002 0.0 0.013
44.485 56.562 3.0 44.479 56.557 3.0 0.006 0.005 -0.0 0.008
49.822 71.241 3.0 49.816 71.232 3.0 0.006 0.009 -0.0 0.01
68.187 68.235 3.0 68.191 68.235 3.0 -0.004 0.001 -0.0 0.004
92.496 32.643 3.0 92.494 32.644 3.0 0.002 -0.001 -0.0 0.002
59.844 26.638 3.0 59.842 26.641 3.0 0.002 -0.003 -0.0 0.004
61.769 12.978 3.0 61.769 12.982 3.0 -0.0 -0.004 -0.0 0.004
118.703 18.55 3.0 118.696 18.554 3.0 0.007 -0.004 -0.0 0.008
77.054 11.611 3.0 77.062 11.609 3.0 -0.008 0.002 -0.0 0.009
120.383 44.796 3.0 120.407 44.812 3.0 -0.024 -0.016 -0.0 0.029
122.458 89.907 3.0 122.45 89.905 3.0 0.008 0.002 -0.0 0.008
99.96 9.374 3.0 99.96 9.374 3.0 -0.0 0.0 -0.0 0.001
68.959 60.888 3.0 68.808 60.634 3.021 0.151 0.254 -0.021 0.296
117.544 52.105 3.0 118.979 52.032 3.002 -1.435 0.073 -0.002 1.437
55.194 7.978 3.0 55.43 8.135 3.03 -0.236 -0.157 -0.03 0.285
75.058 34.545 3.0 74.458 34.709 3.013 0.6 -0.164 -0.013 0.622
46.864 94.009 3.0 46.315 94.074 2.999 0.549 -0.065 0.001 0.553
103.122 18.457 3.0 103.624 18.719 3.005 -0.502 -0.262 -0.005 0.566
160.965 87.266 3.0 159.996 87.324 2.985 0.969 -0.058 0.015 0.971
140.574 77.582 3.0 139.64 77.756 2.991 0.934 -0.174 0.009 0.95
59.121 19.927 3.0 59.174 20.414 3.004 -0.053 -0.487 -0.004 0.49
62.714 34.914 3.0 62.92 35.198 3.025 -0.206 -0.284 -0.025 0.352
67.851 90.932 3.0 67.621 91.054 3.007 0.23 -0.122 -0.007 0.261
139.468 93.904 3.0 139.0 94.004 2.998 0.468 -0.099 0.002 0.479
45.824 78.444 3.0 44.962 78.468 2.999 0.863 -0.024 0.001 0.863
86.213 33.325 3.0 86.035 33.177 3.006 0.178 0.148 -0.006 0.231
87.386 82.255 3.0 88.036 82.212 3.0 -0.65 0.043 -0.0 0.652
55.063 46.499 3.0 55.208 47.166 2.97 -0.145 -0.667 0.03 0.683
92.559 11.405 3.0 93.246 11.315 3.005 -0.687 0.09 -0.005 0.693
123.306 69.686 3.0 122.479 67.141 3.013 0.826 2.545 -0.013 2.676
118.24 27.638 3.0 116.975 29.357 3.006 1.265 -1.719 -0.006 2.134
67.06 41.837 3.0 66.685 42.094 3.018 0.375 -0.257 -0.018 0.455
152.167 18.675 3.0 151.515 18.666 2.99 0.652 0.01 0.01 0.652
105.148 74.484 3.0 106.263 74.071 2.991 -1.115 0.413 0.009 1.189
48.401 65.56 3.0 47.764 65.11 3.026 0.637 0.45 -0.026 0.781
150.309 10.498 3.0 150.123 10.502 2.993 0.186 -0.004 0.007 0.186
153.533 76.8 3.0 153.635 76.856 2.987 -0.102 -0.056 0.013 0.117
102.611 55.716 3.0 102.049 55.292 3.002 0.561 0.425 -0.002 0.704
86.798 71.397 3.0 88.102 71.592 2.991 -1.304 -0.195 0.009 1.318
48.963 56.597 3.0 48.319 56.108 3.026 0.643 0.489 -0.026 0.809
54.279 71.267 3.0 53.707 70.392 3.007 0.572 0.874 -0.007 1.045
72.601 68.288 3.0 73.119 68.318 3.0 -0.518 -0.03 -0.0 0.519
96.8 32.132 3.0 96.632 32.277 3.006 0.169 -0.144 -0.006 0.222
64.376 26.559 3.0 64.404 26.799 3.013 -0.028 -0.241 -0.013 0.243
66.314 12.959 3.0 66.321 13.202 3.003 -0.007 -0.243 -0.003 0.243
124.87 17.836 3.0 124.249 17.943 3.001 0.621 -0.107 -0.001 0.63
81.652 11.526 3.0 82.479 11.325 3.005 -0.826 0.201 -0.005 0.851
121.09 43.587 3.0 124.357 45.017 3.03 -3.267 -1.43 -0.03 3.566
128.626 90.182 3.0 127.726 90.074 3.0 0.9 0.108 -0.0 0.907
105.102 9.13 3.0 105.065 9.134 3.004 0.037 -0.004 -0.004 0.037
73.349 60.935 3.0 73.289 60.553 3.04 0.06 0.382 -0.04 0.388
118.844 51.863 3.0 122.004 52.053 3.011 -3.16 -0.189 -0.011 3.165
59.686 7.936 3.0 60.151 8.253 3.06 -0.465 -0.317 -0.06 0.566
79.402 34.428 3.0 78.596 34.342 3.019 0.806 0.085 -0.019 0.811
51.069 94.009 3.0 49.975 94.133 2.998 1.094 -0.125 0.002 1.101
108.247 17.801 3.0 109.041 18.435 3.01 -0.794 -0.634 -0.01 1.016
167.485 87.059 3.0 164.85 87.066 2.966 2.635 -0.007 0.034 2.635
147.314 77.672 3.0 146.093 77.945 2.98 1.221 -0.273 0.02 1.251
63.661 19.858 3.0 63.749 20.767 3.008 -0.088 -0.909 -0.008 0.913
67.17 34.862 3.0 66.975 35.458 3.043 0.195 -0.596 -0.043 0.628
72.402 90.976 3.0 72.105 91.232 3.016 0.296 -0.256 -0.016 0.392
145.577 93.921 3.0 145.081 94.114 2.993 0.496 -0.193 0.007 0.533
50.339 78.493 3.0 48.622 78.528 2.998 1.717 -0.035 0.002 1.717
90.501 33.023 3.0 90.173 32.81 3.011 0.328 0.213 -0.011 0.391
92.08 82.531 3.0 93.311 82.381 3.0 -1.232 0.15 -0.0 1.241
59.508 46.563 3.0 59.807 47.893 2.941 -0.299 -1.33 0.059 1.365
97.398 11.164 3.0 98.663 11.031 3.01 -1.265 0.133 -0.01 1.272
129.935 70.599 3.0 127.277 67.492 3.026 2.658 3.107 -0.026 4.089
124.855 26.044 3.0 121.113 28.99 3.011 3.742 -2.946 -0.011 4.762
71.465 41.822 3.0 70.605 42.29 3.035 0.86 -0.468 -0.035 0.98
158.799 18.714 3.0 157.386 18.743 2.98 1.413 -0.029 0.02 1.414
110.005 75.574 3.0 111.984 74.506 2.983 -1.979 1.068 0.017 2.249
52.873 65.569 3.0 51.604 64.661 3.053 1.269 0.908 -0.053 1.561
156.854 10.511 3.0 156.511 10.543 2.985 0.342 -0.031 0.015 0.344
160.274 76.693 3.0 160.253 76.525 2.977 0.021 0.168 0.023 0.171
106.02 56.196 3.0 105.138 55.201 3.005 0.882 0.995 -0.005 1.33
91.234 71.731 3.0 93.823 72.026 2.983 -2.589 -0.296 0.017 2.606
53.436 56.638 3.0 52.16 55.659 3.053 1.277 0.978 -0.053 1.609
58.732 71.304 3.0 57.597 69.552 3.013 1.135 1.752 -0.013 2.088
77.005 68.376 3.0 78.515 68.642 2.995 -1.51 -0.267 0.005 1.534
101.097 31.435 3.0 100.769 31.91 3.011 0.327 -0.474 -0.011 0.576
68.906 26.459 3.0 69.17 26.823 3.028 -0.264 -0.365 -0.028 0.451
70.874 12.926 3.0 70.871 13.346 3.011 0.002 -0.421 -0.011 0.421
131.331 17.377 3.0 129.872 17.354 3.0 1.46 0.023 0.0 1.46
86.302 11.411 3.0 87.896 11.041 3.01 -1.594 0.371 -0.01 1.637
122.392 42.273 3.001 128.385 45.194 3.06 -5.993 -2.921 -0.059 6.667
134.979 90.358 3.0 133.001 90.242 3.0 1.979 0.116 -0.0 1.982
110.446 8.854 3.0 110.17 8.893 3.008 0.276 -0.04 -0.008 0.279
77.711 61.007 3.0 78.002 60.778 3.055 -0.291 0.229 -0.055 0.375
119.736 51.51 3.0 124.848 52.445 3.041 -5.112 -0.936 -0.041 5.197
64.187 7.888 3.0 65.01 8.339 3.088 -0.823 -0.451 -0.088 0.943
83.725 34.258 3.0 82.733 33.975 3.024 0.992 0.283 -0.024 1.032
55.275 94.013 3.0 53.635 94.193 2.997 1.64 -0.18 0.003 1.65
113.665 17.065 3.0 114.458 18.15 3.015 -0.793 -1.085 -0.015 1.344
173.88 86.715 3.0 169.704 86.807 2.947 4.176 -0.092 0.053 4.177
154.043 77.685 3.0 152.931 77.963 2.967 1.112 -0.279 0.033 1.147
68.209 19.768 3.0 68.299 20.949 3.012 -0.089 -1.181 -0.012 1.185
71.616 34.793 3.0 70.897 35.655 3.06 0.719 -0.862 -0.06 1.124
76.979 91.034 3.0 76.948 91.407 3.021 0.031 -0.374 -0.021 0.375
151.712 93.915 3.0 151.2 94.209 2.984 0.512 -0.294 0.016 0.591
54.854 78.554 3.0 52.282 78.587 2.997 2.572 -0.033 0.003 2.572
94.771 32.607 3.0 94.31 32.443 3.017 0.461 0.164 -0.017 0.49
96.859 82.886 3.0 98.587 82.55 3.0 -1.728 0.336 -0.0 1.76
63.941 46.621 3.0 64.226 48.457 2.921 -0.285 -1.836 0.079 1.859
102.376 10.873 3.0 104.08 10.746 3.015 -1.703 0.127 -0.015 1.708
136.37 70.803 3.0 132.495 67.772 3.033 3.875 3.032 -0.033 4.92
131.791 25.418 3.0 127.25 28.679 3.022 4.541 -3.261 -0.022 5.591
75.844 41.782 3.0 74.418 42.317 3.047 1.425 -0.534 -0.047 1.523
165.422 18.857 3.0 162.44 19.281 2.978 2.983 -0.423 0.022 3.013
115.285 76.858 3.0 117.705 74.941 2.974 -2.42 1.918 0.026 3.088
57.342 65.588 3.0 55.444 64.212 3.079 1.897 1.376 -0.079 2.345
163.361 10.583 3.0 161.73 10.967 2.986 1.631 -0.384 0.014 1.676
167.067 76.444 3.0 164.465 75.343 2.984 2.602 1.101 0.016 2.826
109.142 56.891 3.0 108.226 55.11 3.007 0.916 1.781 -0.007 2.003
95.683 72.186 3.0 99.544 72.461 2.974 -3.861 -0.276 0.026 3.871
57.902 56.682 3.0 56.0 55.21 3.079 1.902 1.472 -0.079 2.406
63.182 71.357 3.0 61.761 68.914 3.018 1.421 2.443 -0.018 2.826
81.394 68.506 3.0 84.236 69.077 2.986 -2.842 -0.571 0.014 2.899
105.444 30.485 3.0 104.931 31.543 3.017 0.512 -1.059 -0.017 1.176
73.438 26.33 3.0 74.029 26.745 3.045 -0.591 -0.414 -0.045 0.723
75.457 12.873 3.0 75.558 13.335 3.017 -0.101 -0.462 -0.017 0.473
137.891 17.132 3.0 135.347 16.838 2.996 2.543 0.294 0.004 2.56
