cell, mean, sigma, rms, rms_relative, absolute_err
0 5.733411589777862 2.791124219401193 6.37670627094639 1.7526340700618992 5.733411589777862 
1 4.850124827796678 2.512858184657802 5.462432342959632 1.443393301417379 4.850124827796678 
2 9.798697445386527 5.497781616073592 11.235660831667232 2.8542240183932726 9.798697445386527 
3 7.095076586335268 3.534230789621654 7.9265944162845 2.060363387420633 7.095076586335268 
4 104.09179010544035 57.427356009272664 118.88230307985623 75.05711420409098 104.09179010544035 
5 7.422865214815239 6.7579698584209575 10.038380576798247 2.5679698157784783 7.422865214815239 
6 8.330883682522165 5.064547458348831 9.749526341806646 2.4687447879662496 8.330883682522165 
7 11.027360429210392 7.970529544278548 13.606322767446477 4.116947997127436 11.027360429210392 
8 9.576163433828196 4.772356015726242 10.699452698723736 2.5951240770947823 9.576163433828196 
9 5.003571013840282 1.8941802413425657 5.350106697743069 1.372929943243712 5.003571013840282 
10 6.299533953139625 2.284988869932351 6.7011418551224295 1.7693335731356992 6.299533953139625 
11 7.483064028523424 4.269964167840458 8.615616127104472 2.1085960374900488 7.483064028523424 
12 4.7464440036304 2.397330534862568 5.317511106992015 1.3777465575814987 4.7464440036304 
13 3.824699002044423 3.2497149411479644 5.018861390291619 1.3490155371923462 3.824699002044423 
14 3.1724285733770805 2.5346656683923783 4.0606444197573275 1.0530151275582396 3.1724285733770805 
15 3.638486303204867 2.544115399898529 4.439719106724014 1.1802770122553816 3.638486303204867 
16 8.757785775024033 5.059959365186609 10.114445138441999 2.5732180645094975 8.757785775024033 
17 4.286622889645254 2.3234673333945843 4.875821597165175 1.2634762009762819 4.286622889645254 
18 18.570442723931684 12.459440467113884 22.3628933663867 8.784784254184675 18.570442723931684 
19 4.335873646252176 1.8827593001707075 4.727005696912521 1.161960706551377 4.335873646252176 
20 5.271120046064898 2.1654820185380537 5.698597977804615 1.5752084609142254 5.271120046064898 
21 13.707345567939239 7.034181232346344 15.406850039135094 3.8983646642424583 13.707345567939239 
22 21.208553527818363 15.423347935664175 26.223699286845353 7.437270146782722 21.208553527818363 
23 6.2767664091405875 2.4778304431143487 6.748143467631663 1.6788455848961352 6.2767664091405875 
24 10.370594037829035 3.591257418043636 10.974805262058572 2.8402332149686305 10.370594037829035 
25 4.239482476640562 1.950722761656783 4.666747364341492 1.2777815273969844 4.239482476640562 
26 5.904213053965726 2.6608389069521428 6.476094152756702 1.5778355200962937 5.904213053965726 
27 5.92167130920999 2.424478799992379 6.398772424921303 1.7028072684630424 5.92167130920999 
28 5.009478914530514 3.1294141611787176 5.9066159505516955 1.7257110128403468 5.009478914530514 
29 4.718792180961924 4.100072424803821 6.251207366240867 1.8347914147719793 4.718792180961924 
30 3.7118175123862844 2.0400561034722764 4.2354950301673115 1.1197281337162537 3.7118175123862844 
31 4.9789457783782 2.4913750504294727 5.567481540690778 1.3587083669033344 4.9789457783782 
32 3.1386537911527084 1.6949904029950114 3.5670912641762413 0.8684210241227196 3.1386537911527084 
33 6.104869061090312 2.2788785286656257 6.516342041473185 1.6206559015662443 6.104869061090312 
34 3.4489751496311016 1.6511211601368445 3.823824089602517 0.9379196892848592 3.4489751496311016 
35 20.99092447482234 10.226175802136646 23.349380759324227 10.004710662954947 20.99092447482234 
36 5.439690873090476 2.664511016617339 6.057215181290739 1.5480599890737015 5.439690873090476 
37 3.9109433683573918 2.1754610149695495 4.4752774951002765 1.0960228354915207 3.9109433683573918 
