cell, mean, sigma, rms, rms_relative, absolute_err
0 10.259402952659503 5.209491413437402 11.506265672741812 3.1624905367074474 10.259402952659503 
1 8.801644557578472 5.037862172378287 10.141449708292736 2.679777003458465 8.801644557578472 
2 5.579240520557623 2.281636208041729 6.0277515353636755 1.5312453327757656 5.579240520557623 
3 6.218247438401666 3.3832712930705187 7.079062497796154 1.8400640201493255 6.218247438401666 
4 112.15260009591738 58.918640417133126 126.68706286309663 79.98469998607801 112.15260009591738 
5 10.81183699441164 8.816792981227012 13.951045038546109 3.5688886552435535 10.81183699441164 
6 5.521866206952742 3.230752258242398 6.397559422281673 1.619970132470614 5.521866206952742 
7 6.087829254009512 3.9108592154885593 7.235778108078342 2.189373477232474 6.087829254009512 
8 7.660586708082146 4.413055168362188 8.84079434389541 2.144311387555651 7.660586708082146 
9 5.847832545681494 2.208537107593816 6.250982453818804 1.6041102487094805 5.847832545681494 
10 8.292388867254179 3.341548641790642 8.94033894498491 2.360559169253013 8.292388867254179 
11 7.711763808918294 4.308295241885624 8.833612451075512 2.1619487145512557 7.711763808918294 
12 4.28142490450722 2.9958012032525683 5.2254592202355 1.353896269816061 4.28142490450722 
13 4.71823736518751 3.5171047311166364 5.884878038149525 1.581791424505637 4.71823736518751 
14 4.5296208148643125 2.7667680666525643 5.307774511139334 1.3764236106720662 4.5296208148643125 
15 5.174479590374808 3.333761726255923 6.155420885581612 1.6363877077280735 5.174479590374808 
16 6.164285218840738 3.239960682356909 6.963889536920949 1.7716845670106576 6.164285218840738 
17 4.328771192706206 1.8401209430613126 4.703648065480236 1.218860713024788 4.328771192706206 
18 14.595049390287938 10.416805353477978 17.931126581372176 7.043859480571414 14.595049390287938 
19 4.41250676352263 2.2026234835483436 4.9317102660650685 1.2122798051643 4.41250676352263 
20 5.185976540834693 2.653628857494073 5.825469834735484 1.6102784243100983 5.185976540834693 
21 10.988096544588508 6.281183339219122 12.656679256980553 3.2024944136363738 10.988096544588508 
22 9.85107543508228 10.421351071650745 14.340440906271944 4.067074285641271 9.85107543508228 
23 4.597285068238301 1.9379423450533597 4.989053069611281 1.2412080091221014 4.597285068238301 
24 5.28131079171794 2.872428550876844 6.0119122963171066 1.555857491932876 5.28131079171794 
25 9.352723771016695 6.07045681520427 11.150062236696293 3.0529493977413145 9.352723771016695 
26 5.633978068125139 2.333560908666602 6.098132122754637 1.485748854566407 5.633978068125139 
27 9.213186292704505 3.2284213904988373 9.762453909684217 2.5979322863088354 9.213186292704505 
28 4.8716233969463785 2.8986133318899707 5.668745343502886 1.6562133631452103 4.8716233969463785 
29 15.486665137077544 9.999455182952456 18.434367388761885 5.410669817851888 15.486665137077544 
30 6.4690633928859995 3.41919635962619 7.317081722029536 1.9344001592498143 6.4690633928859995 
31 4.576608699516314 3.5633612013329388 5.800249153239311 1.4155138184171554 4.576608699516314 
32 2.8240866356869683 1.6480369010246518 3.2697845422909255 0.7960406478505586 2.8240866356869683 
33 6.202103105338778 2.9078148974083162 6.849924846802528 1.7036200766628302 6.202103105338778 
34 3.414931570492779 2.015978878717988 3.9655930792991505 0.972693236302373 3.414931570492779 
35 21.251474664259973 11.876897231809645 24.34514044446347 10.431372407963966 21.251474664259973 
36 5.5335422223034145 2.8371810620404094 6.218495469550119 1.5892788584399067 5.5335422223034145 
37 5.33365281726049 3.0766383112223656 6.157398450088476 1.5079845475293483 5.33365281726049 
